Rank,Club,Country,Level,Elo,From,To
16,Newcastle,ENG,1,1785.31188965,1972-12-25,1972-12-26
17,Newcastle,ENG,1,1782.08618164,1972-12-27,1972-12-30
13,Newcastle,ENG,1,1788.10168457,1972-12-31,1973-01-01
15,Newcastle,ENG,1,1782.87634277,1973-01-02,1973-01-06
17,Newcastle,ENG,1,1777.34997559,1973-01-07,1973-01-20
16,Newcastle,ENG,1,1781.50378418,1973-01-21,1973-01-27
16,Newcastle,ENG,1,1786.36193848,1973-01-28,1973-02-10
16,Newcastle,ENG,1,1781.29870605,1973-02-11,1973-02-17
16,Newcastle,ENG,1,1784.23693848,1973-02-18,1973-02-24
14,Newcastle,ENG,1,1790.82739258,1973-02-25,1973-02-28
13,Newcastle,ENG,1,1799.07263184,1973-03-01,1973-03-02
14,Newcastle,ENG,1,1799.07263184,1973-03-03,1973-03-04
13,Newcastle,ENG,1,1799.07263184,1973-03-05,1973-03-06
14,Newcastle,ENG,1,1799.07263184,1973-03-07,1973-03-07
13,Newcastle,ENG,1,1799.65234375,1973-03-08,1973-03-10
12,Newcastle,ENG,1,1803.10083008,1973-03-11,1973-03-11
13,Newcastle,ENG,1,1803.10083008,1973-03-12,1973-03-17
14,Newcastle,ENG,1,1795.45166016,1973-03-18,1973-03-21
13,Newcastle,ENG,1,1802.90527344,1973-03-22,1973-03-24
14,Newcastle,ENG,1,1798.70214844,1973-03-25,1973-03-25
15,Newcastle,ENG,1,1798.70214844,1973-03-26,1973-03-31
15,Newcastle,ENG,1,1800.08227539,1973-04-01,1973-04-07
15,Newcastle,ENG,1,1788.32873535,1973-04-08,1973-04-11
15,Newcastle,ENG,1,1784.49377441,1973-04-12,1973-04-14
15,Newcastle,ENG,1,1785.80688477,1973-04-15,1973-04-18
16,Newcastle,ENG,1,1778.3203125,1973-04-19,1973-04-20
17,Newcastle,ENG,1,1778.3203125,1973-04-21,1973-04-21
15,Newcastle,ENG,1,1787.19116211,1973-04-22,1973-04-25
17,Newcastle,ENG,1,1778.67736816,1973-04-26,1973-04-28
16,Newcastle,ENG,1,1774.27429199,1973-04-29,1973-05-10
16,Newcastle,ENG,1,1778.47680664,1973-05-11,1973-05-16
16,Newcastle,ENG,1,1774.4453125,1973-05-17,1973-05-23
16,Newcastle,ENG,1,1773.60888672,1973-05-24,1973-08-25
15,Newcastle,ENG,1,1784.78149414,1973-08-26,1973-08-29
17,Newcastle,ENG,1,1772.21838379,1973-08-30,1973-09-01
17,Newcastle,ENG,1,1771.14624023,1973-09-02,1973-09-04
15,Newcastle,ENG,1,1785.98791504,1973-09-05,1973-09-05
14,Newcastle,ENG,1,1785.98791504,1973-09-06,1973-09-08
14,Newcastle,ENG,1,1788.19641113,1973-09-09,1973-09-12
13,Newcastle,ENG,1,1794.18066406,1973-09-13,1973-09-15
13,Newcastle,ENG,1,1800.68371582,1973-09-16,1973-09-19
13,Newcastle,ENG,1,1812.42480469,1973-09-20,1973-09-20
13,Newcastle,ENG,1,1810.74865723,1973-09-21,1973-09-22
12,Newcastle,ENG,1,1811.26293945,1973-09-23,1973-09-29
13,Newcastle,ENG,1,1797.6940918,1973-09-30,1973-10-02
13,Newcastle,ENG,1,1797.64624023,1973-10-03,1973-10-03
10,Newcastle,ENG,1,1799.47070312,1973-10-04,1973-10-06
13,Newcastle,ENG,1,1796.3704834,1973-10-07,1973-10-07
12,Newcastle,ENG,1,1796.3704834,1973-10-08,1973-10-13
11,Newcastle,ENG,1,1801.23095703,1973-10-14,1973-10-20
11,Newcastle,ENG,1,1806.74707031,1973-10-21,1973-10-23
10,Newcastle,ENG,1,1806.74707031,1973-10-24,1973-10-24
11,Newcastle,ENG,1,1804.28430176,1973-10-25,1973-10-27
8,Newcastle,ENG,1,1820.02575684,1973-10-28,1973-10-28
7,Newcastle,ENG,1,1820.02575684,1973-10-29,1973-11-03
7,Newcastle,ENG,1,1823.64172363,1973-11-04,1973-11-06
9,Newcastle,ENG,1,1812.70983887,1973-11-07,1973-11-07
8,Newcastle,ENG,1,1809.66760254,1973-11-08,1973-11-10
11,Newcastle,ENG,1,1802.12207031,1973-11-11,1973-11-17
8,Newcastle,ENG,1,1805.68164062,1973-11-18,1973-11-24
8,Newcastle,ENG,1,1807.32861328,1973-11-25,1973-11-28
7,Newcastle,ENG,1,1809.79321289,1973-11-29,1973-12-08
8,Newcastle,ENG,1,1801.38586426,1973-12-09,1973-12-09
7,Newcastle,ENG,1,1801.38586426,1973-12-10,1973-12-12
9,Newcastle,ENG,1,1801.01049805,1973-12-13,1973-12-15
13,Newcastle,ENG,1,1784.79101562,1973-12-16,1973-12-16
12,Newcastle,ENG,1,1784.79101562,1973-12-17,1973-12-22
13,Newcastle,ENG,1,1778.20239258,1973-12-23,1973-12-23
12,Newcastle,ENG,1,1778.20239258,1973-12-24,1973-12-26
14,Newcastle,ENG,1,1770.80358887,1973-12-27,1973-12-29
12,Newcastle,ENG,1,1775.8293457,1973-12-30,1973-12-30
13,Newcastle,ENG,1,1775.8293457,1973-12-31,1974-01-01
10,Newcastle,ENG,1,1787.44482422,1974-01-02,1974-01-05
11,Newcastle,ENG,1,1787.44482422,1974-01-06,1974-01-12
13,Newcastle,ENG,1,1781.66577148,1974-01-13,1974-01-19
13,Newcastle,ENG,1,1776.65979004,1974-01-20,1974-01-21
12,Newcastle,ENG,1,1776.65979004,1974-01-22,1974-02-02
14,Newcastle,ENG,1,1771.94970703,1974-02-03,1974-02-05
16,Newcastle,ENG,1,1762.69458008,1974-02-06,1974-02-09
13,Newcastle,ENG,1,1770.28283691,1974-02-10,1974-02-16
12,Newcastle,ENG,1,1770.28283691,1974-02-17,1974-02-23
13,Newcastle,ENG,1,1770.42736816,1974-02-24,1974-03-02
13,Newcastle,ENG,1,1776.22180176,1974-03-03,1974-03-06
12,Newcastle,ENG,1,1780.70007324,1974-03-07,1974-03-09
11,Newcastle,ENG,1,1780.70007324,1974-03-10,1974-03-12
12,Newcastle,ENG,1,1780.70007324,1974-03-13,1974-03-16
12,Newcastle,ENG,1,1774.44433594,1974-03-17,1974-03-20
12,Newcastle,ENG,1,1775.46459961,1974-03-21,1974-03-23
13,Newcastle,ENG,1,1772.16210938,1974-03-24,1974-03-27
14,Newcastle,ENG,1,1766.1986084,1974-03-28,1974-03-30
15,Newcastle,ENG,1,1766.1986084,1974-03-31,1974-04-03
16,Newcastle,ENG,1,1760.20947266,1974-04-04,1974-04-06
15,Newcastle,ENG,1,1765.94421387,1974-04-07,1974-04-09
17,Newcastle,ENG,1,1765.94421387,1974-04-10,1974-04-10
20,Newcastle,ENG,1,1758.00036621,1974-04-11,1974-04-13
23,Newcastle,ENG,1,1751.26867676,1974-04-14,1974-04-15
23,Newcastle,ENG,1,1745.91333008,1974-04-16,1974-04-17
23,Newcastle,ENG,1,1745.77124023,1974-04-18,1974-04-20
24,Newcastle,ENG,1,1742.59985352,1974-04-21,1974-04-24
24,Newcastle,ENG,1,1743.41931152,1974-04-25,1974-04-27
24,Newcastle,ENG,1,1746.39465332,1974-04-28,1974-05-06
23,Newcastle,ENG,1,1746.39465332,1974-05-07,1974-05-11
27,Newcastle,ENG,1,1733.48364258,1974-05-12,1974-05-15
28,Newcastle,ENG,1,1733.48364258,1974-05-16,1974-05-17
27,Newcastle,ENG,1,1733.48364258,1974-05-18,1974-05-21
28,Newcastle,ENG,1,1730.32446289,1974-05-22,1974-05-29
30,Newcastle,ENG,1,1727.84387207,1974-05-30,1974-08-17
25,Newcastle,ENG,1,1733.01208496,1974-08-18,1974-08-21
26,Newcastle,ENG,1,1730.47729492,1974-08-22,1974-08-24
29,Newcastle,ENG,1,1723.86218262,1974-08-25,1974-08-27
31,Newcastle,ENG,1,1718.03955078,1974-08-28,1974-08-30
32,Newcastle,ENG,1,1718.03955078,1974-08-31,1974-08-31
27,Newcastle,ENG,1,1726.50366211,1974-09-01,1974-09-07
24,Newcastle,ENG,1,1730.98657227,1974-09-08,1974-09-14
24,Newcastle,ENG,1,1734.22045898,1974-09-15,1974-09-18
30,Newcastle,ENG,1,1719.77087402,1974-09-19,1974-09-21
25,Newcastle,ENG,1,1729.72546387,1974-09-22,1974-09-24
26,Newcastle,ENG,1,1729.72546387,1974-09-25,1974-09-25
27,Newcastle,ENG,1,1729.72546387,1974-09-26,1974-09-28
22,Newcastle,ENG,1,1737.3223877,1974-09-29,1974-10-02
25,Newcastle,ENG,1,1735.09130859,1974-10-03,1974-10-05
22,Newcastle,ENG,1,1738.1697998,1974-10-06,1974-10-09
21,Newcastle,ENG,1,1738.1697998,1974-10-10,1974-10-12
23,Newcastle,ENG,1,1736.6640625,1974-10-13,1974-10-13
24,Newcastle,ENG,1,1736.6640625,1974-10-14,1974-10-16
26,Newcastle,ENG,1,1734.25036621,1974-10-17,1974-10-19
30,Newcastle,ENG,1,1723.84741211,1974-10-20,1974-10-20
29,Newcastle,ENG,1,1723.84741211,1974-10-21,1974-10-23
30,Newcastle,ENG,1,1720.09106445,1974-10-24,1974-10-26
38,Newcastle,ENG,1,1709.04516602,1974-10-27,1974-11-02
38,Newcastle,ENG,1,1711.58007812,1974-11-03,1974-11-05
40,Newcastle,ENG,1,1711.58007812,1974-11-06,1974-11-06
37,Newcastle,ENG,1,1714.48999023,1974-11-07,1974-11-09
37,Newcastle,ENG,1,1717.41552734,1974-11-10,1974-11-10
36,Newcastle,ENG,1,1717.41552734,1974-11-11,1974-11-15
35,Newcastle,ENG,1,1717.41552734,1974-11-16,1974-11-16
31,Newcastle,ENG,1,1727.68554688,1974-11-17,1974-11-23
35,Newcastle,ENG,1,1718.67736816,1974-11-24,1974-11-24
34,Newcastle,ENG,1,1718.67736816,1974-11-25,1974-11-27
33,Newcastle,ENG,1,1719.60766602,1974-11-28,1974-11-30
31,Newcastle,ENG,1,1725.58215332,1974-12-01,1974-12-01
30,Newcastle,ENG,1,1725.58215332,1974-12-02,1974-12-07
31,Newcastle,ENG,1,1717.09521484,1974-12-08,1974-12-11
34,Newcastle,ENG,1,1708.3067627,1974-12-12,1974-12-14
41,Newcastle,ENG,1,1699.86096191,1974-12-15,1974-12-20
42,Newcastle,ENG,1,1699.86096191,1974-12-21,1974-12-21
34,Newcastle,ENG,1,1713.86328125,1974-12-22,1974-12-22
35,Newcastle,ENG,1,1713.86328125,1974-12-23,1974-12-26
32,Newcastle,ENG,1,1721.35498047,1974-12-27,1974-12-28
33,Newcastle,ENG,1,1721.35498047,1974-12-29,1975-01-11
38,Newcastle,ENG,1,1702.48388672,1975-01-12,1975-01-12
40,Newcastle,ENG,1,1702.48388672,1975-01-13,1975-01-18
44,Newcastle,ENG,1,1692.96179199,1975-01-19,1975-01-19
43,Newcastle,ENG,1,1692.96179199,1975-01-20,1975-02-01
42,Newcastle,ENG,1,1698.74853516,1975-02-02,1975-02-08
45,Newcastle,ENG,1,1690.15698242,1975-02-09,1975-02-09
46,Newcastle,ENG,1,1690.15698242,1975-02-10,1975-02-11
45,Newcastle,ENG,1,1690.15698242,1975-02-12,1975-02-12
37,Newcastle,ENG,1,1704.17834473,1975-02-13,1975-02-15
33,Newcastle,ENG,1,1715.03112793,1975-02-16,1975-02-22
34,Newcastle,ENG,1,1708.74499512,1975-02-23,1975-02-23
33,Newcastle,ENG,1,1708.74499512,1975-02-24,1975-02-28
31,Newcastle,ENG,1,1720.67407227,1975-03-01,1975-03-01
30,Newcastle,ENG,1,1720.67407227,1975-03-02,1975-03-05
31,Newcastle,ENG,1,1722.57983398,1975-03-06,1975-03-09
32,Newcastle,ENG,1,1722.57983398,1975-03-10,1975-03-15
35,Newcastle,ENG,1,1717.99865723,1975-03-16,1975-03-18
36,Newcastle,ENG,1,1709.0769043,1975-03-19,1975-03-19
36,Newcastle,ENG,1,1710.0111084,1975-03-20,1975-03-22
42,Newcastle,ENG,1,1697.11547852,1975-03-23,1975-03-25
43,Newcastle,ENG,1,1690.45092773,1975-03-26,1975-03-27
44,Newcastle,ENG,1,1690.45092773,1975-03-28,1975-03-29
42,Newcastle,ENG,1,1696.51135254,1975-03-30,1975-03-31
43,Newcastle,ENG,1,1694.2701416,1975-04-01,1975-04-05
47,Newcastle,ENG,1,1684.34875488,1975-04-06,1975-04-06
49,Newcastle,ENG,1,1684.34875488,1975-04-07,1975-04-08
48,Newcastle,ENG,1,1684.34875488,1975-04-09,1975-04-09
49,Newcastle,ENG,1,1683.82434082,1975-04-10,1975-04-12
54,Newcastle,ENG,1,1674.95458984,1975-04-13,1975-04-19
50,Newcastle,ENG,1,1680.62414551,1975-04-20,1975-04-20
51,Newcastle,ENG,1,1680.62414551,1975-04-21,1975-04-23
42,Newcastle,ENG,1,1693.61132812,1975-04-24,1975-04-26
50,Newcastle,ENG,1,1682.4050293,1975-04-27,1975-04-27
49,Newcastle,ENG,1,1682.4050293,1975-04-28,1975-05-03
48,Newcastle,ENG,1,1682.4050293,1975-05-04,1975-05-04
47,Newcastle,ENG,1,1682.4050293,1975-05-05,1975-05-17
46,Newcastle,ENG,1,1682.4050293,1975-05-18,1975-05-18
47,Newcastle,ENG,1,1682.4050293,1975-05-19,1975-05-21
48,Newcastle,ENG,1,1682.4050293,1975-05-22,1975-05-24
49,Newcastle,ENG,1,1682.4050293,1975-05-25,1975-05-25
48,Newcastle,ENG,1,1682.4050293,1975-05-26,1975-05-28
50,Newcastle,ENG,1,1677.19262695,1975-05-29,1975-05-29
52,Newcastle,ENG,1,1677.19262695,1975-05-30,1975-05-31
51,Newcastle,ENG,1,1677.19262695,1975-06-01,1975-06-07
52,Newcastle,ENG,1,1677.19262695,1975-06-08,1975-06-22
53,Newcastle,ENG,1,1677.19262695,1975-06-23,1975-06-29
52,Newcastle,ENG,1,1677.19262695,1975-06-30,1975-07-20
51,Newcastle,ENG,1,1677.19262695,1975-07-21,1975-08-09
50,Newcastle,ENG,1,1677.19262695,1975-08-10,1975-08-16
41,Newcastle,ENG,1,1700.57312012,1975-08-17,1975-08-17
42,Newcastle,ENG,1,1700.57312012,1975-08-18,1975-08-19
43,Newcastle,ENG,1,1700.57312012,1975-08-20,1975-08-20
43,Newcastle,ENG,1,1698.81652832,1975-08-21,1975-08-23
36,Newcastle,ENG,1,1707.92956543,1975-08-24,1975-08-27
38,Newcastle,ENG,1,1704.22595215,1975-08-28,1975-08-30
43,Newcastle,ENG,1,1694.48303223,1975-08-31,1975-09-03
42,Newcastle,ENG,1,1694.48303223,1975-09-04,1975-09-06
39,Newcastle,ENG,1,1702.00061035,1975-09-07,1975-09-13
41,Newcastle,ENG,1,1694.7890625,1975-09-14,1975-09-17
42,Newcastle,ENG,1,1691.12023926,1975-09-18,1975-09-18
43,Newcastle,ENG,1,1691.12023926,1975-09-19,1975-09-20
35,Newcastle,ENG,1,1700.9699707,1975-09-21,1975-09-23
40,Newcastle,ENG,1,1694.98632812,1975-09-24,1975-09-27
43,Newcastle,ENG,1,1691.16003418,1975-09-28,1975-09-28
42,Newcastle,ENG,1,1691.16003418,1975-09-29,1975-09-30
40,Newcastle,ENG,1,1694.31530762,1975-10-01,1975-10-01
40,Newcastle,ENG,1,1698.86157227,1975-10-02,1975-10-04
41,Newcastle,ENG,1,1695.37780762,1975-10-05,1975-10-05
40,Newcastle,ENG,1,1695.37780762,1975-10-06,1975-10-11
42,Newcastle,ENG,1,1691.15783691,1975-10-12,1975-10-12
41,Newcastle,ENG,1,1691.15783691,1975-10-13,1975-10-15
40,Newcastle,ENG,1,1691.15783691,1975-10-16,1975-10-17
39,Newcastle,ENG,1,1691.15783691,1975-10-18,1975-10-18
39,Newcastle,ENG,1,1698.98193359,1975-10-19,1975-10-22
35,Newcastle,ENG,1,1712.59240723,1975-10-23,1975-10-25
32,Newcastle,ENG,1,1717.6809082,1975-10-26,1975-11-01
29,Newcastle,ENG,1,1725.70996094,1975-11-02,1975-11-02
30,Newcastle,ENG,1,1725.70996094,1975-11-03,1975-11-04
29,Newcastle,ENG,1,1726.63134766,1975-11-05,1975-11-05
35,Newcastle,ENG,1,1710.43798828,1975-11-06,1975-11-08
38,Newcastle,ENG,1,1704.09448242,1975-11-09,1975-11-15
38,Newcastle,ENG,1,1697.4083252,1975-11-16,1975-11-22
34,Newcastle,ENG,1,1706.21740723,1975-11-23,1975-11-26
36,Newcastle,ENG,1,1706.89208984,1975-11-27,1975-11-29
39,Newcastle,ENG,1,1702.23803711,1975-11-30,1975-12-02
40,Newcastle,ENG,1,1702.23803711,1975-12-03,1975-12-06
37,Newcastle,ENG,1,1713.08410645,1975-12-07,1975-12-10
36,Newcastle,ENG,1,1713.39428711,1975-12-11,1975-12-13
36,Newcastle,ENG,1,1707.5,1975-12-14,1975-12-20
37,Newcastle,ENG,1,1706.08190918,1975-12-21,1975-12-21
36,Newcastle,ENG,1,1706.08190918,1975-12-22,1975-12-26
35,Newcastle,ENG,1,1715.52783203,1975-12-27,1975-12-27
35,Newcastle,ENG,1,1710.18737793,1975-12-28,1975-12-30
36,Newcastle,ENG,1,1710.18737793,1975-12-31,1976-01-04
37,Newcastle,ENG,1,1710.18737793,1976-01-05,1976-01-10
33,Newcastle,ENG,1,1723.89367676,1976-01-11,1976-01-17
33,Newcastle,ENG,1,1725.41369629,1976-01-18,1976-01-18
32,Newcastle,ENG,1,1725.41369629,1976-01-19,1976-01-25
33,Newcastle,ENG,1,1725.41369629,1976-01-26,1976-01-31
28,Newcastle,ENG,1,1729.29589844,1976-02-01,1976-02-01
30,Newcastle,ENG,1,1729.29589844,1976-02-02,1976-02-07
25,Newcastle,ENG,1,1736.49511719,1976-02-08,1976-02-21
28,Newcastle,ENG,1,1732.32470703,1976-02-22,1976-02-22
29,Newcastle,ENG,1,1732.32470703,1976-02-23,1976-02-29
28,Newcastle,ENG,1,1732.32470703,1976-03-01,1976-03-03
31,Newcastle,ENG,1,1721.62524414,1976-03-04,1976-03-05
30,Newcastle,ENG,1,1721.62524414,1976-03-06,1976-03-07
29,Newcastle,ENG,1,1721.62524414,1976-03-08,1976-03-13
29,Newcastle,ENG,1,1726.21447754,1976-03-14,1976-03-16
28,Newcastle,ENG,1,1728.71850586,1976-03-17,1976-03-17
28,Newcastle,ENG,1,1733.09790039,1976-03-18,1976-03-20
32,Newcastle,ENG,1,1724.22973633,1976-03-21,1976-03-27
31,Newcastle,ENG,1,1726.16113281,1976-03-28,1976-03-30
31,Newcastle,ENG,1,1729.6151123,1976-03-31,1976-03-31
34,Newcastle,ENG,1,1723.50561523,1976-04-01,1976-04-03
34,Newcastle,ENG,1,1716.70422363,1976-04-04,1976-04-04
35,Newcastle,ENG,1,1716.70422363,1976-04-05,1976-04-07
33,Newcastle,ENG,1,1725.92407227,1976-04-08,1976-04-10
38,Newcastle,ENG,1,1710.93444824,1976-04-11,1976-04-11
37,Newcastle,ENG,1,1710.93444824,1976-04-12,1976-04-14
34,Newcastle,ENG,1,1722.38342285,1976-04-15,1976-04-15
33,Newcastle,ENG,1,1722.38342285,1976-04-16,1976-04-17
38,Newcastle,ENG,1,1710.49328613,1976-04-18,1976-04-18
37,Newcastle,ENG,1,1710.49328613,1976-04-19,1976-04-19
39,Newcastle,ENG,1,1703.42541504,1976-04-20,1976-04-24
34,Newcastle,ENG,1,1723.59228516,1976-04-25,1976-04-25
33,Newcastle,ENG,1,1723.59228516,1976-04-26,1976-04-28
36,Newcastle,ENG,1,1721.89770508,1976-04-29,1976-04-30
37,Newcastle,ENG,1,1721.89770508,1976-05-01,1976-05-01
36,Newcastle,ENG,1,1721.89770508,1976-05-02,1976-05-05
38,Newcastle,ENG,1,1716.90222168,1976-05-06,1976-05-08
37,Newcastle,ENG,1,1716.90222168,1976-05-09,1976-05-09
35,Newcastle,ENG,1,1716.90222168,1976-05-10,1976-05-16
34,Newcastle,ENG,1,1716.90222168,1976-05-17,1976-05-19
33,Newcastle,ENG,1,1720.54101562,1976-05-20,1976-06-07
32,Newcastle,ENG,1,1720.54101562,1976-06-08,1976-06-12
31,Newcastle,ENG,1,1720.54101562,1976-06-13,1976-06-15
32,Newcastle,ENG,1,1720.54101562,1976-06-16,1976-07-12
31,Newcastle,ENG,1,1720.54101562,1976-07-13,1976-07-17
32,Newcastle,ENG,1,1720.54101562,1976-07-18,1976-08-04
32,Newcastle,ENG,1,1721.2298584,1976-08-05,1976-08-11
31,Newcastle,ENG,1,1725.03222656,1976-08-12,1976-08-14
32,Newcastle,ENG,1,1725.03222656,1976-08-15,1976-08-18
31,Newcastle,ENG,1,1725.03222656,1976-08-19,1976-08-21
29,Newcastle,ENG,1,1725.01696777,1976-08-22,1976-08-25
26,Newcastle,ENG,1,1739.35656738,1976-08-26,1976-08-28
27,Newcastle,ENG,1,1733.7611084,1976-08-29,1976-09-04
28,Newcastle,ENG,1,1728.42651367,1976-09-05,1976-09-11
28,Newcastle,ENG,1,1727.67956543,1976-09-12,1976-09-12
27,Newcastle,ENG,1,1727.67956543,1976-09-13,1976-09-14
27,Newcastle,ENG,1,1727.70080566,1976-09-15,1976-09-15
27,Newcastle,ENG,1,1734.40539551,1976-09-16,1976-09-18
26,Newcastle,ENG,1,1738.71484375,1976-09-19,1976-09-25
23,Newcastle,ENG,1,1748.95349121,1976-09-26,1976-09-28
23,Newcastle,ENG,1,1748.99060059,1976-09-29,1976-09-29
25,Newcastle,ENG,1,1745.52697754,1976-09-30,1976-10-02
25,Newcastle,ENG,1,1739.06469727,1976-10-03,1976-10-03
26,Newcastle,ENG,1,1739.06469727,1976-10-04,1976-10-06
25,Newcastle,ENG,1,1744.58618164,1976-10-07,1976-10-16
24,Newcastle,ENG,1,1746.92871094,1976-10-17,1976-10-20
25,Newcastle,ENG,1,1746.00354004,1976-10-21,1976-10-23
25,Newcastle,ENG,1,1750.57104492,1976-10-24,1976-10-30
22,Newcastle,ENG,1,1755.69006348,1976-10-31,1976-10-31
21,Newcastle,ENG,1,1755.69006348,1976-11-01,1976-11-03
26,Newcastle,ENG,1,1735.16516113,1976-11-04,1976-11-06
25,Newcastle,ENG,1,1738.53283691,1976-11-07,1976-11-14
26,Newcastle,ENG,1,1738.53283691,1976-11-15,1976-11-20
23,Newcastle,ENG,1,1745.10412598,1976-11-21,1976-11-24
16,Newcastle,ENG,1,1758.32971191,1976-11-25,1976-11-27
13,Newcastle,ENG,1,1767.41003418,1976-11-28,1976-12-04
16,Newcastle,ENG,1,1758.55895996,1976-12-05,1976-12-05
17,Newcastle,ENG,1,1758.55895996,1976-12-06,1976-12-07
18,Newcastle,ENG,1,1758.55895996,1976-12-08,1976-12-08
18,Newcastle,ENG,1,1756.86413574,1976-12-09,1976-12-10
17,Newcastle,ENG,1,1756.86413574,1976-12-11,1976-12-15
18,Newcastle,ENG,1,1756.86413574,1976-12-16,1976-12-18
19,Newcastle,ENG,1,1751.80200195,1976-12-19,1976-12-27
17,Newcastle,ENG,1,1755.44396973,1976-12-28,1977-01-01
16,Newcastle,ENG,1,1755.44396973,1977-01-02,1977-01-03
17,Newcastle,ENG,1,1755.44396973,1977-01-04,1977-01-22
21,Newcastle,ENG,1,1747.02368164,1977-01-23,1977-01-23
20,Newcastle,ENG,1,1747.02368164,1977-01-24,1977-01-29
21,Newcastle,ENG,1,1747.02368164,1977-01-30,1977-01-30
22,Newcastle,ENG,1,1747.02368164,1977-01-31,1977-02-05
23,Newcastle,ENG,1,1745.84790039,1977-02-06,1977-02-15
24,Newcastle,ENG,1,1745.84790039,1977-02-16,1977-02-16
24,Newcastle,ENG,1,1744.66223145,1977-02-17,1977-02-19
23,Newcastle,ENG,1,1738.29980469,1977-02-20,1977-02-26
22,Newcastle,ENG,1,1742.984375,1977-02-27,1977-03-02
19,Newcastle,ENG,1,1751.11730957,1977-03-03,1977-03-03
19,Newcastle,ENG,1,1752.45458984,1977-03-04,1977-03-05
21,Newcastle,ENG,1,1749.42211914,1977-03-06,1977-03-09
22,Newcastle,ENG,1,1748.18823242,1977-03-10,1977-03-12
18,Newcastle,ENG,1,1756.19311523,1977-03-13,1977-03-15
17,Newcastle,ENG,1,1758.0168457,1977-03-16,1977-03-16
19,Newcastle,ENG,1,1753.61950684,1977-03-17,1977-03-19
18,Newcastle,ENG,1,1755.4753418,1977-03-20,1977-03-20
17,Newcastle,ENG,1,1755.4753418,1977-03-21,1977-03-23
17,Newcastle,ENG,1,1759.18737793,1977-03-24,1977-03-26
14,Newcastle,ENG,1,1763.41162109,1977-03-27,1977-04-01
15,Newcastle,ENG,1,1763.41162109,1977-04-02,1977-04-02
9,Newcastle,ENG,1,1771.99060059,1977-04-03,1977-04-05
10,Newcastle,ENG,1,1771.99060059,1977-04-06,1977-04-06
10,Newcastle,ENG,1,1773.8536377,1977-04-07,1977-04-08
10,Newcastle,ENG,1,1773.48571777,1977-04-09,1977-04-09
9,Newcastle,ENG,1,1768.91589355,1977-04-10,1977-04-11
10,Newcastle,ENG,1,1768.91589355,1977-04-12,1977-04-16
11,Newcastle,ENG,1,1773.56176758,1977-04-17,1977-04-20
12,Newcastle,ENG,1,1773.83740234,1977-04-21,1977-04-23
9,Newcastle,ENG,1,1784.22583008,1977-04-24,1977-04-30
10,Newcastle,ENG,1,1767.06481934,1977-05-01,1977-05-01
11,Newcastle,ENG,1,1767.06481934,1977-05-02,1977-05-04
14,Newcastle,ENG,1,1761.1776123,1977-05-05,1977-05-06
15,Newcastle,ENG,1,1761.1776123,1977-05-07,1977-05-07
18,Newcastle,ENG,1,1754.63513184,1977-05-08,1977-05-08
17,Newcastle,ENG,1,1754.63513184,1977-05-09,1977-05-14
15,Newcastle,ENG,1,1759.53710938,1977-05-15,1977-05-16
14,Newcastle,ENG,1,1759.53710938,1977-05-17,1977-05-21
15,Newcastle,ENG,1,1759.53710938,1977-05-22,1977-05-24
18,Newcastle,ENG,1,1751.17590332,1977-05-25,1977-05-25
18,Newcastle,ENG,1,1755.87792969,1977-05-26,1977-07-18
19,Newcastle,ENG,1,1755.87792969,1977-07-19,1977-08-06
18,Newcastle,ENG,1,1755.87792969,1977-08-07,1977-08-17
19,Newcastle,ENG,1,1755.87792969,1977-08-18,1977-08-20
16,Newcastle,ENG,1,1760.49951172,1977-08-21,1977-08-21
18,Newcastle,ENG,1,1760.49951172,1977-08-22,1977-08-23
21,Newcastle,ENG,1,1756.28637695,1977-08-24,1977-08-24
20,Newcastle,ENG,1,1756.28637695,1977-08-25,1977-08-27
20,Newcastle,ENG,1,1747.36804199,1977-08-28,1977-09-03
25,Newcastle,ENG,1,1733.96850586,1977-09-04,1977-09-10
30,Newcastle,ENG,1,1714.92626953,1977-09-11,1977-09-14
33,Newcastle,ENG,1,1709.93554688,1977-09-15,1977-09-16
34,Newcastle,ENG,1,1709.93554688,1977-09-17,1977-09-17
34,Newcastle,ENG,1,1699.56774902,1977-09-18,1977-09-18
35,Newcastle,ENG,1,1699.56774902,1977-09-19,1977-09-24
40,Newcastle,ENG,1,1688.13122559,1977-09-25,1977-09-25
39,Newcastle,ENG,1,1688.13122559,1977-09-26,1977-09-28
38,Newcastle,ENG,1,1685.1940918,1977-09-29,1977-10-01
40,Newcastle,ENG,1,1681.91369629,1977-10-02,1977-10-02
41,Newcastle,ENG,1,1681.91369629,1977-10-03,1977-10-03
42,Newcastle,ENG,1,1681.91369629,1977-10-04,1977-10-04
45,Newcastle,ENG,1,1681.91369629,1977-10-05,1977-10-05
47,Newcastle,ENG,1,1678.4786377,1977-10-06,1977-10-08
54,Newcastle,ENG,1,1668.23547363,1977-10-09,1977-10-09
53,Newcastle,ENG,1,1668.23547363,1977-10-10,1977-10-12
52,Newcastle,ENG,1,1668.23547363,1977-10-13,1977-10-15
55,Newcastle,ENG,1,1665.10668945,1977-10-16,1977-10-19
57,Newcastle,ENG,1,1661.63256836,1977-10-20,1977-10-22
59,Newcastle,ENG,1,1665.1706543,1977-10-23,1977-10-29
